segment,warehouses,mean_silhouette,median_silhouette,pct_below_0,pct_above_0_5,next nearest = 1,next nearest = 2,next nearest = 3,next nearest = 4
1,6249,0.28052011266334004,0.2844756145841806,0.06401024163866219,4.24067850856137,0.0,14.818370939350295,35.65370459273483,49.52792446791487
2,4018,0.1938671222449656,0.21596033163230657,13.21553011448482,0.0,41.63763066202091,0.0,23.170731707317074,35.19163763066202
3,6172,0.24213475299109538,0.2444377357233612,0.76150356448477,0.0,30.735580038885292,6.869734283862606,0.0,62.394685677252106
4,7653,0.23085501537368275,0.23672217272374757,1.0192081536652293,0.0,33.398667189337516,7.016856134849078,59.584476675813406,0.0
