Ware_house_ID,kmeans_segment,ward_segment
WH_106859,4,4
WH_106862,2,2
WH_106865,4,4
WH_106866,3,4
WH_106867,1,1
WH_106878,1,3
WH_106879,1,1
WH_106885,1,1
WH_106886,2,2
WH_106889,1,1
WH_106895,2,2
WH_106896,3,3
WH_106899,3,3
WH_106904,2,2
WH_106908,4,2
WH_106916,4,4
WH_106928,4,2
WH_106930,3,1
WH_106932,1,1
WH_106933,3,3
WH_106949,1,4
WH_106950,3,1
WH_106951,4,3
WH_106954,2,2
WH_106955,2,2
WH_106960,4,3
WH_106962,1,1
WH_106963,3,1
WH_106966,4,4
WH_106968,3,1
WH_106973,3,3
WH_106976,4,4
WH_106979,2,2
WH_106986,3,1
WH_106995,4,3
WH_107002,4,2
WH_107010,1,3
WH_107011,3,3
WH_107013,1,1
WH_107015,4,4
WH_107018,4,4
WH_107021,3,3
WH_107024,4,3
WH_107031,2,2
WH_107036,4,4
WH_107042,4,4
WH_107044,4,4
WH_107049,3,2
WH_107053,3,4
WH_107061,1,1
WH_107063,2,2
WH_107076,2,2
WH_107078,3,1
WH_107086,2,2
WH_107087,3,1
WH_107088,2,2
WH_107099,2,1
WH_107104,3,3
WH_107115,2,2
WH_107127,1,1
WH_107130,3,1
WH_107140,2,2
WH_107143,2,2
WH_107153,4,4
WH_107154,1,1
WH_107157,3,1
WH_107165,3,1
WH_107168,4,2
WH_107172,1,1
WH_107179,3,1
WH_107185,2,2
WH_107191,2,2
WH_107196,1,1
WH_107197,4,4
WH_107198,4,3
WH_107202,2,2
WH_107209,4,4
WH_107212,4,4
WH_107213,3,1
WH_107214,2,2
WH_107224,1,1
WH_107230,3,1
WH_107231,1,1
WH_107238,4,4
WH_107244,2,2
WH_107245,3,3
WH_107247,4,4
WH_107262,4,2
WH_107266,1,1
WH_107272,1,1
WH_107273,4,3
WH_107279,2,2
WH_107280,4,4
WH_107284,4,3
WH_107291,2,2
WH_107295,4,3
WH_107297,4,3
WH_107299,3,1
WH_107302,1,1
WH_107304,4,4
WH_107305,3,1
WH_107313,3,3
WH_107314,3,2
WH_107323,3,4
WH_107327,3,1
WH_107329,2,3
WH_107337,2,1
WH_107338,3,4
WH_107343,4,4
WH_107345,2,1
WH_107347,3,3
WH_107349,4,4
WH_107353,3,3
WH_107360,3,3
WH_107371,1,1
WH_107374,3,3
WH_107382,3,4
WH_107383,4,4
WH_107387,1,1
WH_107389,4,4
WH_107400,4,4
WH_107401,1,1
WH_107405,1,1
WH_107407,3,1
WH_107408,2,2
WH_107420,4,4
WH_107427,4,4
WH_107434,3,1
WH_107444,3,1
WH_107447,4,3
WH_107448,4,4
WH_107452,3,1
WH_107453,1,4
WH_107455,4,3
WH_107458,3,3
WH_107459,2,2
WH_107460,4,4
WH_107467,2,2
WH_107469,4,4
WH_107471,3,1
WH_107487,4,1
WH_107494,1,1
WH_107500,4,3
WH_107514,1,1
WH_107519,4,4
WH_107527,2,2
WH_107541,4,3
WH_107544,2,2
WH_107546,4,4
WH_107547,3,3
WH_107548,4,3
WH_107549,2,2
WH_107568,3,1
WH_107569,1,1
WH_107573,4,3
WH_107574,3,1
WH_107580,3,1
WH_107584,1,3
WH_107586,2,2
WH_107594,3,3
WH_107595,4,4
WH_107596,3,3
WH_107598,2,2
WH_107601,1,4
WH_107605,3,3
WH_107608,3,3
WH_107615,3,3
WH_107617,4,4
WH_107621,3,1
WH_107623,4,4
WH_107625,3,3
WH_107626,4,3
WH_107629,1,2
WH_107631,4,3
WH_107633,4,4
WH_107637,2,2
WH_107638,2,2
WH_107658,4,4
WH_107662,1,1
WH_107665,3,1
WH_107667,3,3
WH_107687,1,1
WH_107691,2,2
WH_107693,2,1
WH_107695,4,4
WH_107698,4,3
WH_107703,4,3
WH_107704,3,3
WH_107707,3,3
WH_107708,2,2
WH_107722,2,2
WH_107737,4,4
WH_107741,3,1
WH_107756,1,1
WH_107759,1,1
WH_107762,3,2
WH_107768,4,4
WH_107769,1,1
WH_107772,4,4
WH_107780,3,1
WH_107783,2,1
WH_107787,3,1
WH_107789,1,3
WH_107795,1,1
WH_107798,4,4
WH_107802,4,3
WH_107804,3,1
WH_107807,3,3
WH_107810,2,1
WH_107812,3,3
WH_107813,2,2
WH_107815,3,3
WH_107819,4,4
WH_107822,4,2
WH_107828,1,1
WH_107830,3,4
WH_107833,4,2
WH_107838,1,1
WH_107842,4,4
WH_107847,3,4
WH_107849,1,1
WH_107851,4,4
WH_107856,4,4
WH_107858,1,4
WH_107866,4,4
WH_107869,4,4
WH_107872,2,2
WH_107877,1,4
WH_107886,4,4
WH_107893,2,2
WH_107904,3,3
WH_107915,3,3
WH_107923,2,2
WH_107931,1,1
WH_107936,1,1
WH_107939,3,1
WH_107952,2,2
WH_107953,4,4
WH_107957,4,3
WH_107961,2,2
WH_107966,1,1
WH_107968,4,3
WH_107969,4,4
WH_107970,3,3
WH_107983,2,2
WH_107985,1,1
WH_107994,1,1
WH_107998,4,3
WH_108006,4,4
WH_108009,4,4
WH_108011,1,4
WH_108013,4,2
WH_108014,1,1
WH_108032,3,1
WH_108039,3,3
WH_108049,3,3
WH_108050,1,1
WH_108053,4,2
WH_108055,4,3
WH_108057,4,2
WH_108059,4,4
WH_108063,4,3
WH_108064,1,1
WH_108065,3,3
WH_108073,2,2
WH_108076,2,1
WH_108082,1,1
WH_108084,1,1
WH_108086,2,2
WH_108089,3,3
WH_108100,1,1
WH_108101,1,1
WH_108112,1,1
WH_108113,1,1
WH_108119,1,4
WH_108133,1,3
WH_108136,1,1
WH_108154,1,1
WH_108163,4,4
WH_108164,1,1
WH_108167,1,1
WH_108169,3,1
WH_108181,2,2
WH_108182,4,4
WH_108184,1,1
WH_108185,4,4
WH_108189,4,4
WH_108191,3,4
WH_108203,1,1
WH_108208,1,1
WH_108209,1,1
WH_108211,1,1
WH_108222,4,4
WH_108223,1,1
WH_108233,3,3
WH_108236,4,3
WH_108251,1,1
WH_108255,3,4
WH_108258,1,4
WH_108271,2,1
WH_108274,1,1
WH_108276,2,2
WH_108297,4,4
WH_108298,4,4
WH_108309,4,3
WH_108310,1,4
WH_108312,1,3
WH_108318,3,3
WH_108331,1,1
WH_108332,2,2
WH_108336,4,3
WH_108342,1,1
WH_108344,1,4
WH_108347,3,3
WH_108352,4,3
WH_108356,4,3
WH_108365,4,4
WH_108366,1,1
WH_108374,1,1
WH_108399,3,4
WH_108402,4,4
WH_108406,4,3
WH_108415,4,4
WH_108421,1,1
WH_108446,4,2
WH_108448,3,3
WH_108450,1,4
WH_108459,4,4
WH_108463,3,3
WH_108468,4,3
WH_108470,2,2
WH_108482,3,1
WH_108486,3,1
WH_108489,4,4
WH_108493,4,4
WH_108494,4,4
WH_108496,2,1
WH_108500,4,4
WH_108505,3,1
WH_108516,4,3
WH_108518,4,2
WH_108519,1,1
WH_108546,2,2
WH_108550,2,2
WH_108561,4,4
WH_108562,2,2
WH_108563,2,2
WH_108565,2,2
WH_108567,1,1
WH_108568,3,3
WH_108574,4,4
WH_108577,3,2
WH_108580,4,4
WH_108594,3,3
WH_108597,4,3
WH_108599,4,3
WH_108607,4,4
WH_108612,1,1
WH_108613,1,1
WH_108620,1,1
WH_108627,3,1
WH_108629,3,1
WH_108632,4,4
WH_108634,4,4
WH_108637,3,1
WH_108641,4,3
WH_108643,4,4
WH_108652,4,3
WH_108657,3,3
WH_108660,1,4
WH_108663,1,1
WH_108668,1,1
WH_108678,4,3
WH_108680,4,4
WH_108686,2,2
WH_108690,4,4
WH_108693,1,1
WH_108702,1,1
WH_108711,4,4
WH_108714,3,1
WH_108715,3,3
WH_108716,4,4
WH_108717,3,4
WH_108719,2,2
WH_108722,3,1
WH_108725,4,4
WH_108727,2,2
WH_108732,2,2
WH_108733,4,4
WH_108736,2,2
WH_108737,1,4
WH_108739,3,1
WH_108741,3,1
WH_108744,3,1
WH_108752,4,4
WH_108753,2,2
WH_108757,3,4
WH_108759,1,4
WH_108775,1,1
WH_108776,1,1
WH_108801,4,4
WH_108805,3,1
WH_108818,4,4
WH_108823,4,3
WH_108827,3,1
WH_108835,4,4
WH_108847,1,1
WH_108848,2,2
WH_108851,2,1
WH_108855,2,2
WH_108856,4,4
WH_108861,4,4
WH_108864,4,3
WH_108868,3,1
WH_108871,4,3
WH_108888,1,3
WH_108897,3,4
WH_108903,1,1
WH_108914,3,2
WH_108920,1,4
WH_108928,2,2
WH_108940,1,4
WH_108943,1,1
WH_108947,3,4
WH_108948,4,3
WH_108951,4,4
WH_108963,2,2
WH_108971,4,3
WH_108972,3,3
WH_108979,1,2
WH_108981,2,1
WH_108982,1,1
WH_108987,3,4
WH_109003,3,3
WH_109007,1,1
WH_109013,3,3
WH_109026,2,2
WH_109027,3,3
WH_109030,4,4
WH_109037,3,1
WH_109039,3,3
WH_109048,3,1
WH_109052,3,1
WH_109053,4,3
WH_109067,1,1
WH_109077,3,1
WH_109079,2,2
WH_109100,1,1
WH_109102,4,4
WH_109106,1,4
WH_109107,4,4
WH_109108,4,3
WH_109111,3,1
WH_109112,3,1
WH_109116,4,4
WH_109121,1,1
WH_109126,3,3
WH_109128,3,1
WH_109136,4,4
WH_109141,3,3
WH_109142,2,1
WH_109144,2,1
WH_109146,4,3
WH_109150,1,4
WH_109159,4,4
WH_109165,2,1
WH_109178,1,1
WH_109181,4,3
WH_109186,4,4
WH_109190,1,4
WH_109192,4,3
WH_109193,4,4
WH_109195,2,2
WH_109198,1,1
WH_109213,4,4
WH_109216,2,2
WH_109217,4,3
WH_109220,1,1
WH_109222,3,3
WH_109230,4,3
WH_109232,2,2
WH_109233,4,4
WH_109241,4,4
WH_109244,4,3
WH_109245,4,4
WH_109254,1,4
WH_109258,3,4
WH_109260,4,4
WH_109263,2,2
WH_109267,1,1
WH_109275,1,1
WH_109277,4,4
WH_109279,4,3
WH_109282,1,1
WH_109288,3,1
WH_109289,2,2
WH_109290,4,4
WH_109296,3,4
WH_109300,2,1
WH_109301,1,1
WH_109303,3,3
WH_109307,2,1
WH_109308,2,2
WH_109309,2,2
WH_109313,4,4
WH_109314,1,1
WH_109320,1,4
WH_109333,4,3
WH_109337,1,1
WH_109339,1,1
WH_109346,4,3
WH_109353,2,2
WH_109358,3,3
WH_109361,1,4
WH_109362,1,1
WH_109363,4,4
WH_109369,1,1
WH_109370,1,1
WH_109373,1,1
WH_109374,1,1
WH_109376,1,1
WH_109377,4,4
WH_109379,3,1
WH_109400,1,1
WH_109402,1,1
WH_109403,3,3
WH_109408,2,2
WH_109410,3,3
WH_109420,3,3
WH_109430,2,2
WH_109439,1,1
WH_109445,4,4
WH_109454,3,3
WH_109455,3,3
WH_109462,1,1
WH_109463,3,1
WH_109466,2,2
WH_109472,4,4
WH_109475,3,4
WH_109477,4,4
WH_109479,4,4
WH_109484,3,3
WH_109486,3,1
WH_109488,1,1
WH_109489,3,4
WH_109491,3,1
WH_109501,4,4
WH_109505,1,1
WH_109506,1,1
WH_109515,3,3
WH_109523,3,1
WH_109528,2,2
WH_109530,2,2
WH_109532,1,1
WH_109533,4,3
WH_109535,3,1
WH_109539,4,3
WH_109543,1,1
WH_109549,3,1
WH_109550,4,4
WH_109552,4,4
WH_109570,3,2
WH_109572,4,3
WH_109574,3,4
WH_109577,3,3
WH_109580,1,1
WH_109583,2,2
WH_109586,1,1
WH_109588,2,2
WH_109591,4,4
WH_109595,3,1
WH_109599,1,2
WH_109608,3,1
WH_109609,2,2
WH_109610,1,1
WH_109614,2,1
WH_109619,2,2
WH_109623,4,3
WH_109631,4,4
WH_109642,3,3
WH_109650,2,2
WH_109660,4,3
WH_109662,3,3
WH_109664,4,4
WH_109681,4,4
WH_109684,4,4
WH_109685,4,1
WH_109696,4,4
WH_109722,1,1
WH_109726,1,1
WH_109729,4,4
WH_109737,3,3
WH_109744,4,3
WH_109747,2,2
WH_109750,4,3
WH_109752,1,1
WH_109765,4,4
WH_109767,4,4
WH_109804,2,1
WH_109809,4,3
WH_109814,4,4
WH_109819,3,3
WH_109820,3,1
WH_109824,4,4
WH_109835,4,4
WH_109837,3,1
WH_109839,4,4
WH_109842,2,1
WH_109850,4,3
WH_109851,3,1
WH_109867,4,4
WH_109870,3,3
WH_109874,2,1
WH_109878,4,4
WH_109884,1,1
WH_109890,3,1
WH_109891,1,1
WH_109894,4,4
WH_109899,1,1
WH_109902,3,1
WH_109906,3,2
WH_109907,1,1
WH_109920,4,3
WH_109922,4,3
WH_109927,4,3
WH_109929,3,1
WH_109938,3,3
WH_109941,3,3
WH_109955,1,1
WH_109957,3,3
WH_109960,3,1
WH_109967,1,1
WH_109975,4,3
WH_109976,4,3
WH_109980,2,2
WH_109986,4,3
WH_109987,3,3
WH_110001,4,3
WH_110008,1,1
WH_110011,2,2
WH_110015,4,1
WH_110016,4,4
WH_110018,3,3
WH_110021,4,4
WH_110023,4,4
WH_110024,3,3
WH_110027,2,2
WH_110031,1,1
WH_110034,3,3
WH_110038,4,4
WH_110041,3,3
WH_110043,1,1
WH_110045,1,1
WH_110051,4,3
WH_110052,2,2
WH_110055,4,4
WH_110057,3,1
WH_110058,1,1
WH_110066,2,1
WH_110079,3,3
WH_110085,1,1
WH_110091,3,3
WH_110098,1,1
WH_110099,4,3
WH_110102,4,4
WH_110111,2,2
WH_110112,4,3
WH_110113,3,1
WH_110133,4,4
WH_110136,3,3
WH_110141,2,1
WH_110148,1,1
WH_110149,4,4
WH_110161,1,1
WH_110165,2,2
WH_110166,4,3
WH_110178,4,2
WH_110180,3,4
WH_110183,2,2
WH_110201,2,2
WH_110202,3,3
WH_110217,1,1
WH_110224,2,2
WH_110231,3,1
WH_110232,3,4
WH_110242,3,3
WH_110245,4,4
WH_110248,4,4
WH_110250,1,1
WH_110255,4,3
WH_110262,1,1
WH_110264,2,2
WH_110274,1,1
WH_110277,1,4
WH_110278,3,1
WH_110283,4,4
WH_110288,4,4
WH_110289,2,2
WH_110292,1,1
WH_110298,3,3
WH_110302,1,1
WH_110304,4,4
WH_110311,1,2
WH_110315,3,1
WH_110324,4,3
WH_110330,4,1
WH_110338,2,2
WH_110348,1,3
WH_110351,3,3
WH_110353,1,1
WH_110355,4,4
WH_110361,4,4
WH_110365,4,4
WH_110366,3,3
WH_110370,3,3
WH_110373,1,1
WH_110381,3,3
WH_110393,3,3
WH_110398,1,1
WH_110402,4,3
WH_110405,1,3
WH_110409,3,1
WH_110412,3,3
WH_110413,4,4
WH_110420,4,4
WH_110421,3,1
WH_110430,4,2
WH_110436,3,4
WH_110437,4,2
WH_110440,1,4
WH_110441,2,2
WH_110457,4,4
WH_110463,4,4
WH_110465,1,1
WH_110475,2,2
WH_110476,4,4
WH_110479,1,1
WH_110482,4,4
WH_110486,1,1
WH_110488,1,1
WH_110489,2,2
WH_110492,2,2
WH_110493,4,3
WH_110497,1,1
WH_110504,3,1
WH_110512,1,1
WH_110524,4,2
WH_110532,4,4
WH_110537,3,1
WH_110539,3,3
WH_110546,3,1
WH_110555,3,1
WH_110557,1,1
WH_110566,1,1
WH_110577,4,4
WH_110585,1,1
WH_110586,2,2
WH_110593,3,3
WH_110599,4,4
WH_110602,4,4
WH_110603,1,4
WH_110606,2,2
WH_110607,4,4
WH_110613,2,2
WH_110621,1,1
WH_110623,2,2
WH_110624,1,1
WH_110635,3,3
WH_110638,4,4
WH_110639,4,2
WH_110645,4,3
WH_110647,1,1
WH_110650,2,2
WH_110651,2,2
WH_110652,1,1
WH_110656,1,1
WH_110658,2,2
WH_110659,4,4
WH_110661,3,1
WH_110663,2,2
WH_110666,4,3
WH_110678,3,1
WH_110679,3,2
WH_110684,2,1
WH_110685,1,4
WH_110686,1,4
WH_110691,3,1
WH_110692,4,4
WH_110694,3,2
WH_110695,4,1
WH_110698,3,3
WH_110701,3,1
WH_110702,2,2
WH_110703,4,4
WH_110710,1,1
WH_110713,1,1
WH_110732,4,3
WH_110739,4,4
WH_110742,1,1
WH_110743,4,3
WH_110745,2,2
WH_110756,4,4
WH_110757,4,3
WH_110770,1,1
WH_110782,1,1
WH_110783,1,1
WH_110788,3,1
WH_110795,1,1
WH_110805,4,4
WH_110808,3,3
WH_110819,3,1
WH_110821,4,4
WH_110829,4,4
WH_110830,4,4
WH_110831,2,2
WH_110833,4,4
WH_110835,1,1
WH_110836,4,4
WH_110839,2,2
WH_110849,3,4
WH_110850,3,1
WH_110854,2,2
WH_110857,1,1
WH_110858,1,1
WH_110859,3,3
WH_110860,1,1
WH_110873,1,1
WH_110882,4,4
WH_110887,4,3
WH_110890,3,3
WH_110894,4,4
WH_110902,1,1
WH_110905,2,2
WH_110908,4,4
WH_110913,2,2
WH_110917,1,1
WH_110924,3,1
WH_110927,2,2
WH_110930,3,3
WH_110931,4,4
WH_110932,3,2
WH_110933,3,1
WH_110935,2,2
WH_110940,1,1
WH_110941,2,1
WH_110951,4,4
WH_110953,4,4
WH_110966,3,1
WH_110967,4,4
WH_110979,1,1
WH_110982,1,4
WH_110989,3,3
WH_110992,4,4
WH_111019,1,1
WH_111024,3,4
WH_111025,2,2
WH_111034,2,2
WH_111038,3,3
WH_111039,2,2
WH_111047,4,4
WH_111050,4,3
WH_111052,4,1
WH_111056,1,1
WH_111058,4,3
WH_111060,2,2
WH_111065,4,4
WH_111068,4,2
WH_111071,2,2
WH_111074,4,4
WH_111077,1,4
WH_111080,1,1
WH_111081,2,2
WH_111089,4,4
WH_111108,2,2
WH_111114,4,3
WH_111118,1,1
WH_111119,3,4
WH_111121,3,3
WH_111123,3,1
WH_111125,2,2
WH_111126,2,1
WH_111129,4,4
WH_111132,2,1
WH_111135,4,2
WH_111145,2,2
WH_111147,3,3
WH_111150,4,3
WH_111157,3,1
WH_111159,2,1
WH_111162,3,3
WH_111165,3,1
WH_111192,2,1
WH_111195,1,1
WH_111201,4,4
WH_111204,3,3
WH_111215,4,4
WH_111222,4,4
WH_111224,3,3
WH_111228,1,1
WH_111230,3,1
WH_111234,3,3
WH_111235,2,2
WH_111240,2,2
WH_111241,4,4
WH_111244,3,1
WH_111248,3,3
WH_111252,3,3
WH_111261,2,2
WH_111266,4,3
WH_111278,4,4
WH_111279,4,3
WH_111291,2,2
WH_111293,3,1
WH_111296,2,2
WH_111308,3,3
WH_111309,4,4
WH_111321,1,1
WH_111324,4,4
WH_111341,4,4
WH_111344,4,4
WH_111345,2,2
WH_111347,2,1
WH_111350,3,1
WH_111351,1,1
WH_111353,4,4
WH_111357,4,4
WH_111364,2,2
WH_111368,2,2
WH_111377,2,2
WH_111378,4,4
WH_111380,1,4
WH_111384,1,1
WH_111390,3,1
WH_111392,2,2
WH_111393,1,1
WH_111401,4,4
WH_111411,2,2
WH_111415,1,1
WH_111417,1,1
WH_111421,3,4
WH_111428,2,2
WH_111440,2,2
WH_111447,4,4
WH_111453,3,3
WH_111458,4,4
WH_111465,1,1
WH_111472,2,1
WH_111475,4,2
WH_111480,4,4
WH_111482,3,4
WH_111492,2,2
WH_111503,3,3
WH_111514,4,4
WH_111525,4,4
WH_111526,4,3
WH_111530,1,3
WH_111533,3,1
WH_111535,2,2
WH_111536,3,1
WH_111541,4,4
WH_111546,2,2
WH_111548,1,1
WH_111550,1,4
WH_111551,4,3
WH_111558,3,1
WH_111559,3,1
WH_111563,4,4
WH_111566,4,4
WH_111568,1,4
WH_111571,2,1
WH_111579,1,1
WH_111592,4,4
WH_111593,4,1
WH_111594,4,2
WH_111607,1,1
WH_111615,2,2
WH_111616,4,3
WH_111630,4,3
WH_111633,4,4
WH_111637,3,3
WH_111644,1,1
WH_111648,1,1
WH_111650,4,3
WH_111658,4,3
WH_111660,4,4
WH_111662,4,4
WH_111665,4,3
WH_111671,4,4
WH_111673,3,4
WH_111678,3,3
WH_111687,4,4
WH_111692,2,2
WH_111700,4,2
WH_111701,2,2
WH_111703,1,1
WH_111704,4,4
WH_111706,1,1
WH_111708,3,1
WH_111710,4,4
WH_111720,3,3
WH_111722,2,2
WH_111729,2,2
WH_111735,3,4
WH_111736,3,3
WH_111742,4,4
WH_111748,2,2
WH_111759,1,1
WH_111762,4,4
WH_111764,4,3
WH_111778,3,3
WH_111782,1,1
WH_111783,3,3
WH_111793,4,4
WH_111803,3,1
WH_111820,3,1
WH_111822,1,4
WH_111823,3,3
WH_111827,4,4
WH_111836,4,2
WH_111837,1,1
WH_111841,1,1
WH_111843,4,2
WH_111863,2,2
WH_111865,1,1
WH_111872,1,1
WH_111877,4,4
WH_111878,1,4
WH_111880,4,4
WH_111885,3,1
WH_111901,4,4
WH_111902,3,4
WH_111909,4,4
WH_111920,1,1
WH_111926,4,2
WH_111927,3,3
WH_111928,3,3
WH_111929,3,3
WH_111935,3,1
WH_111942,4,2
WH_111943,1,1
WH_111944,3,3
WH_111946,4,4
WH_111957,4,4
WH_111972,4,4
WH_111973,3,1
WH_111988,4,3
WH_111990,4,4
WH_111993,3,1
WH_111994,2,2
WH_112001,4,3
WH_112006,4,4
WH_112007,3,1
WH_112008,3,3
WH_112010,1,1
WH_112022,2,2
WH_112029,3,3
WH_112031,4,3
WH_112038,4,3
WH_112042,4,4
WH_112043,1,1
WH_112044,3,1
WH_112048,4,2
WH_112055,1,1
WH_112056,4,4
WH_112063,2,2
WH_112067,4,3
WH_112069,3,3
WH_112071,4,3
WH_112075,4,4
WH_112076,3,3
WH_112080,1,1
WH_112086,1,1
WH_112092,2,1
WH_112093,1,4
WH_112094,2,2
WH_112099,3,3
WH_112103,3,1
WH_112123,4,4
WH_112127,4,3
WH_112139,1,4
WH_112145,4,4
WH_112148,3,4
WH_112157,4,3
WH_112158,2,2
WH_112159,4,4
WH_112160,4,3
WH_112170,2,2
WH_112171,3,3
WH_112177,2,2
WH_112181,2,2
WH_112192,2,1
WH_112202,4,4
WH_112204,3,2
WH_112215,4,4
WH_112219,4,4
WH_112223,4,3
WH_112225,3,1
WH_112226,4,3
WH_112234,1,1
WH_112237,1,2
WH_112247,1,1
WH_112250,1,1
WH_112262,4,4
WH_112275,4,3
WH_112277,2,1
WH_112283,4,3
WH_112287,1,1
WH_112289,3,3
WH_112299,4,2
WH_112300,4,4
WH_112303,3,2
WH_112311,1,4
WH_112315,1,1
WH_112317,3,3
WH_112320,1,1
WH_112326,2,2
WH_112338,4,3
WH_112341,2,2
WH_112343,4,3
WH_112348,1,4
WH_112354,4,3
WH_112361,4,4
WH_112363,2,2
WH_112366,1,3
WH_112371,4,3
WH_112377,3,3
WH_112378,4,2
WH_112379,1,1
WH_112384,4,3
WH_112395,2,1
WH_112396,3,3
WH_112397,4,4
WH_112398,4,3
WH_112400,4,4
WH_112403,3,3
WH_112409,3,3
WH_112420,3,3
WH_112422,4,3
WH_112427,1,1
WH_112428,1,1
WH_112436,3,1
WH_112439,3,1
WH_112440,2,2
WH_112441,1,1
WH_112442,2,2
WH_112452,4,3
WH_112462,1,4
WH_112464,2,2
WH_112465,4,4
WH_112474,1,1
WH_112475,4,4
WH_112477,1,1
WH_112481,4,4
WH_112482,4,4
WH_112485,1,1
WH_112486,4,4
WH_112492,1,1
WH_112493,2,1
WH_112496,2,2
WH_112497,3,3
WH_112498,4,3
WH_112501,4,3
WH_112511,3,3
WH_112516,4,3
WH_112517,3,1
WH_112521,3,4
WH_112523,4,4
WH_112526,2,2
WH_112531,2,2
WH_112533,2,2
WH_112535,4,4
WH_112538,4,3
WH_112541,4,2
WH_112545,1,1
WH_112549,1,1
WH_112552,2,2
WH_112559,2,1
WH_112571,3,4
WH_112581,3,1
WH_112600,4,4
WH_112602,3,1
WH_112607,3,3
WH_112608,3,1
WH_112612,1,2
WH_112616,3,3
WH_112619,4,4
WH_112628,3,3
WH_112636,3,1
WH_112637,4,3
WH_112639,3,3
WH_112644,3,1
WH_112652,1,4
WH_112660,3,3
WH_112672,4,4
WH_112678,4,3
WH_112679,3,1
WH_112681,4,4
WH_112685,1,3
WH_112695,4,3
WH_112697,1,1
WH_112714,1,1
WH_112726,4,3
WH_112728,4,4
WH_112736,4,2
WH_112750,2,2
WH_112751,4,4
WH_112753,2,2
WH_112761,4,3
WH_112765,1,2
WH_112771,4,4
WH_112772,2,2
WH_112776,1,2
WH_112778,4,4
WH_112779,1,1
WH_112785,3,1
WH_112789,2,2
WH_112791,4,4
WH_112799,1,1
WH_112810,3,3
WH_112813,3,2
WH_112820,4,4
WH_112825,2,2
WH_112830,3,1
WH_112842,1,1
WH_112853,1,1
WH_112859,4,3
WH_112860,3,1
WH_112867,4,4
WH_112868,1,1
WH_112869,1,1
WH_112876,3,1
WH_112888,3,1
WH_112892,4,4
WH_112893,4,3
WH_112894,2,2
WH_112901,3,3
WH_112905,4,3
WH_112907,4,4
WH_112909,3,4
WH_112915,1,1
WH_112927,1,1
WH_112928,4,4
WH_112929,1,3
WH_112931,1,1
WH_112962,4,4
WH_112968,1,1
WH_112982,3,1
WH_112984,1,1
WH_112986,3,3
WH_112990,3,3
WH_112999,1,1
WH_113008,4,3
WH_113009,3,3
WH_113011,4,1
WH_113012,4,4
WH_113016,4,3
WH_113022,4,4
WH_113031,3,1
WH_113037,4,4
WH_113038,3,3
WH_113060,1,1
WH_113069,2,2
WH_113075,1,1
WH_113083,1,1
WH_113086,4,3
WH_113094,2,1
WH_113095,2,2
WH_113100,4,3
WH_113111,3,1
WH_113113,2,2
WH_113117,3,1
WH_113127,4,2
WH_113132,4,3
WH_113136,1,4
WH_113137,3,3
WH_113145,3,1
WH_113152,1,1
WH_113154,4,4
WH_113156,1,1
WH_113162,3,3
WH_113165,4,2
WH_113171,3,3
WH_113173,3,1
WH_113176,4,1
WH_113177,1,1
WH_113178,1,1
WH_113182,1,1
WH_113194,2,2
WH_113199,3,3
WH_113215,2,2
WH_113216,1,1
WH_113217,2,2
WH_113225,2,2
WH_113228,3,1
WH_113233,1,1
WH_113236,4,3
WH_113237,2,2
WH_113242,3,3
WH_113253,3,2
WH_113259,4,4
WH_113264,2,2
WH_113269,2,2
WH_113271,4,3
WH_113280,4,4
WH_113288,3,1
WH_113290,1,4
WH_113328,2,2
WH_113331,1,1
WH_113332,1,1
WH_113338,1,4
WH_113352,1,4
WH_113353,4,3
WH_113360,1,1
WH_113361,4,3
WH_113362,4,4
WH_113363,3,4
WH_113366,1,4
WH_113367,4,2
WH_113370,3,3
WH_113377,3,3
WH_113388,2,2
WH_113398,2,1
WH_113400,1,1
WH_113404,3,1
WH_113408,3,3
WH_113411,4,3
WH_113442,4,3
WH_113448,3,3
WH_113451,4,4
WH_113452,4,4
WH_113454,1,1
WH_113455,1,2
WH_113463,2,1
WH_113464,2,1
WH_113472,4,4
WH_113477,4,4
WH_113484,4,4
WH_113490,4,4
WH_113493,3,3
WH_113496,3,1
WH_113497,4,4
WH_113499,4,4
WH_113507,3,3
WH_113515,4,4
WH_113516,2,2
WH_113519,3,1
WH_113532,2,2
WH_113533,4,4
WH_113538,3,3
WH_113541,3,3
WH_113545,1,1
WH_113551,4,4
WH_113556,2,2
WH_113559,4,3
WH_113564,3,3
WH_113576,2,2
WH_113581,2,2
WH_113582,2,2
WH_113583,4,3
WH_113590,4,4
WH_113595,2,2
WH_113598,2,2
WH_113608,3,3
WH_113623,4,4
WH_113630,2,2
WH_113632,2,2
WH_113634,4,3
WH_113638,2,2
WH_113640,3,3
WH_113644,1,1
WH_113647,3,3
WH_113656,4,4
WH_113667,1,1
WH_113668,3,3
WH_113677,4,3
WH_113688,1,2
WH_113693,1,1
WH_113695,2,2
WH_113696,1,1
WH_113698,1,1
WH_113705,1,1
WH_113713,3,3
WH_113717,3,3
WH_113723,1,1
WH_113724,3,4
WH_113730,3,4
WH_113732,1,4
WH_113744,1,1
WH_113745,3,1
WH_113746,4,1
WH_113747,3,1
WH_113748,3,1
WH_113751,4,4
WH_113766,2,2
WH_113779,3,1
WH_113780,4,3
WH_113782,4,3
