Ware_house_ID,kmeans_segment,ward_segment
WH_113783,4,4
WH_113789,4,4
WH_113792,2,2
WH_113798,1,1
WH_113824,2,2
WH_113826,3,1
WH_113830,4,1
WH_113835,3,3
WH_113842,2,2
WH_113850,3,1
WH_113856,2,2
WH_113861,2,2
WH_113866,3,1
WH_113871,2,1
WH_113872,1,1
WH_113881,1,1
WH_113886,2,2
WH_113889,4,4
WH_113892,3,1
WH_113895,3,3
WH_113905,1,1
WH_113907,2,2
WH_113911,2,2
WH_113912,3,3
WH_113914,3,1
WH_113917,1,1
WH_113921,3,3
WH_113922,2,2
WH_113925,3,1
WH_113927,4,4
WH_113933,3,3
WH_113936,3,3
WH_113938,4,4
WH_113940,1,1
WH_113957,1,1
WH_113965,1,4
WH_113979,4,4
WH_113982,2,2
WH_113986,1,1
WH_113988,3,3
WH_113990,3,3
WH_113992,1,1
WH_113995,2,2
WH_114008,4,4
WH_114015,1,1
WH_114018,3,1
WH_114025,1,1
WH_114048,1,1
WH_114055,4,4
WH_114060,1,1
WH_114062,4,2
WH_114070,1,1
WH_114071,3,4
WH_114074,4,4
WH_114075,1,1
WH_114079,4,4
WH_114081,3,3
WH_114092,3,1
WH_114097,2,2
WH_114112,2,2
WH_114117,3,3
WH_114121,4,4
WH_114125,1,1
WH_114126,1,1
WH_114128,4,4
WH_114131,2,2
WH_114135,2,1
WH_114138,1,1
WH_114144,1,1
WH_114147,2,2
WH_114155,4,4
WH_114156,3,1
WH_114164,3,3
WH_114181,2,2
WH_114187,3,1
WH_114195,4,4
WH_114196,2,2
WH_114199,4,4
WH_114211,4,4
WH_114216,3,3
WH_114230,4,3
WH_114238,1,1
WH_114240,4,4
WH_114248,2,2
WH_114250,1,3
WH_114253,4,4
WH_114254,3,1
WH_114268,3,3
WH_114271,1,1
WH_114276,4,4
WH_114284,4,3
WH_114286,3,1
WH_114299,4,4
WH_114301,1,4
WH_114310,1,4
WH_114327,4,3
WH_114335,3,3
WH_114339,4,4
WH_114347,4,3
WH_114348,3,4
WH_114350,4,4
WH_114356,1,1
WH_114360,2,2
WH_114368,4,4
WH_114382,4,4
WH_114384,2,1
WH_114387,4,1
WH_114388,4,4
WH_114389,4,4
WH_114405,3,1
WH_114421,1,4
WH_114423,1,1
WH_114433,3,1
WH_114437,3,1
WH_114438,2,2
WH_114443,1,1
WH_114449,3,1
WH_114452,1,1
WH_114454,3,1
WH_114456,1,4
WH_114464,3,1
WH_114468,4,3
WH_114469,2,2
WH_114470,2,2
WH_114478,4,3
WH_114487,1,1
WH_114488,3,4
WH_114493,3,1
WH_114501,1,1
WH_114502,2,2
WH_114513,1,1
WH_114519,1,1
WH_114521,4,3
WH_114527,1,4
WH_114529,4,1
WH_114532,4,1
WH_114538,4,4
WH_114540,3,1
WH_114547,3,1
WH_114554,1,4
WH_114556,4,4
WH_114564,2,2
WH_114567,4,4
WH_114578,1,3
WH_114584,2,2
WH_114588,4,1
WH_114589,2,2
WH_114607,2,2
WH_114612,4,4
WH_114618,3,1
WH_114620,2,2
WH_114624,3,3
WH_114626,4,2
WH_114631,3,3
WH_114633,4,4
WH_114634,2,2
WH_114636,2,2
WH_114637,1,1
WH_114641,1,4
WH_114643,3,3
WH_114645,4,4
WH_114647,4,4
WH_114654,4,3
WH_114657,2,2
WH_114665,1,1
WH_114666,1,1
WH_114669,4,4
WH_114672,1,1
WH_114675,2,2
WH_114681,2,2
WH_114685,3,3
WH_114691,4,3
WH_114700,4,4
WH_114714,1,1
WH_114715,1,3
WH_114723,1,1
WH_114726,3,1
WH_114730,4,4
WH_114735,4,3
WH_114738,4,4
WH_114743,3,3
WH_114746,1,1
WH_114749,3,1
WH_114752,4,4
WH_114754,1,1
WH_114765,1,4
WH_114769,4,2
WH_114778,2,2
WH_114780,4,4
WH_114781,4,4
WH_114784,1,1
WH_114786,4,3
WH_114794,3,1
WH_114795,2,1
WH_114797,1,4
WH_114805,3,1
WH_114809,2,2
WH_114820,3,3
WH_114829,2,2
WH_114839,4,3
WH_114842,3,3
WH_114844,4,3
WH_114847,1,1
WH_114851,1,1
WH_114856,2,2
WH_114887,4,3
WH_114903,1,1
WH_114916,2,2
WH_114928,4,2
WH_114932,3,1
WH_114937,2,2
WH_114941,1,4
WH_114944,3,1
WH_114948,1,1
WH_114949,2,2
WH_114956,4,4
WH_114964,3,3
WH_114969,4,3
WH_114970,4,3
WH_114973,1,1
WH_114978,4,4
WH_114991,1,1
WH_114995,2,2
WH_115002,3,3
WH_115003,2,2
WH_115006,1,1
WH_115011,4,3
WH_115013,1,1
WH_115023,2,1
WH_115032,3,1
WH_115036,2,2
WH_115040,1,1
WH_115044,1,1
WH_115052,3,2
WH_115054,4,4
WH_115058,2,2
WH_115066,3,3
WH_115078,4,4
WH_115079,4,4
WH_115081,1,1
WH_115082,4,1
WH_115086,2,2
WH_115093,3,1
WH_115094,3,3
WH_115105,1,1
WH_115117,2,2
WH_115119,4,4
WH_115122,3,3
WH_115123,2,2
WH_115135,1,1
WH_115145,4,4
WH_115149,3,3
WH_115158,3,1
WH_115159,2,2
WH_115161,4,4
WH_115169,2,2
WH_115177,4,1
WH_115184,4,1
WH_115185,3,1
WH_115186,4,4
WH_115188,1,1
WH_115200,4,3
WH_115203,1,1
WH_115213,4,3
WH_115222,1,1
WH_115226,1,1
WH_115229,3,3
WH_115246,3,1
WH_115250,4,4
WH_115252,4,3
WH_115253,4,2
WH_115254,4,4
WH_115258,2,1
WH_115260,1,1
WH_115262,4,4
WH_115275,3,3
WH_115276,1,1
WH_115290,1,1
WH_115291,1,1
WH_115294,2,1
WH_115307,1,1
WH_115311,3,1
WH_115313,1,1
WH_115314,1,1
WH_115315,4,3
WH_115319,3,3
WH_115320,4,2
WH_115333,3,4
WH_115334,1,1
WH_115339,1,1
WH_115342,1,1
WH_115346,4,4
WH_115349,4,2
WH_115355,3,1
WH_115380,1,1
WH_115381,4,3
WH_115389,4,4
WH_115395,1,1
WH_115396,3,3
WH_115398,1,1
WH_115399,1,1
WH_115402,1,4
WH_115408,3,3
WH_115418,2,2
WH_115421,4,3
WH_115423,4,4
WH_115427,4,4
WH_115428,4,4
WH_115433,1,1
WH_115434,2,2
WH_115436,1,1
WH_115440,2,2
WH_115453,2,2
WH_115458,3,3
WH_115462,4,4
WH_115465,4,3
WH_115468,3,3
WH_115469,4,4
WH_115474,4,4
WH_115482,2,2
WH_115483,4,3
WH_115498,4,2
WH_115504,4,4
WH_115522,1,1
WH_115526,2,1
WH_115531,1,1
WH_115540,3,1
WH_115541,4,3
WH_115542,1,1
WH_115546,2,2
WH_115548,2,2
WH_115552,4,3
WH_115553,1,1
WH_115554,4,4
WH_115559,3,3
WH_115560,4,3
WH_115564,4,4
WH_115573,4,2
WH_115575,3,1
WH_115586,1,1
WH_115598,3,1
WH_115606,2,2
WH_115617,2,2
WH_115620,3,4
WH_115628,3,1
WH_115635,1,3
WH_115637,1,1
WH_115645,3,3
WH_115647,4,1
WH_115649,4,3
WH_115650,2,2
WH_115654,3,3
WH_115665,4,4
WH_115672,4,3
WH_115673,1,1
WH_115675,3,1
WH_115677,4,2
WH_115687,1,1
WH_115691,1,1
WH_115698,4,4
WH_115699,4,4
WH_115710,1,1
WH_115712,2,2
WH_115714,3,2
WH_115723,4,4
WH_115724,3,3
WH_115726,3,3
WH_115732,2,2
WH_115734,2,2
WH_115740,1,1
WH_115758,2,2
WH_115763,1,1
WH_115764,4,4
WH_115767,4,4
WH_115769,2,2
WH_115776,4,3
WH_115778,2,2
WH_115779,4,2
WH_115783,1,1
WH_115796,3,3
WH_115800,3,1
WH_115806,1,3
WH_115813,2,2
WH_115817,1,1
WH_115824,3,3
WH_115833,2,2
WH_115844,4,4
WH_115846,1,1
WH_115849,3,3
WH_115853,4,4
WH_115857,3,1
WH_115861,2,2
WH_115862,3,3
WH_115867,4,3
WH_115868,1,4
WH_115872,2,2
WH_115879,4,3
WH_115890,1,4
WH_115891,1,1
WH_115894,3,1
WH_115897,4,4
WH_115901,1,4
WH_115902,3,1
WH_115911,2,1
WH_115913,3,1
WH_115914,2,2
WH_115922,3,1
WH_115943,2,2
WH_115947,3,3
WH_115951,4,3
WH_115957,1,3
WH_115959,4,4
WH_115960,2,2
WH_115961,4,3
WH_115962,4,3
WH_115966,1,1
WH_115973,4,3
WH_115979,4,3
WH_115981,2,1
WH_115985,4,3
WH_115987,1,1
WH_115989,4,3
WH_115990,2,2
WH_115996,1,1
WH_115999,4,3
WH_116005,4,4
WH_116009,4,3
WH_116014,1,1
WH_116015,1,1
WH_116017,3,1
WH_116018,1,1
WH_116038,1,1
WH_116041,3,3
WH_116044,1,1
WH_116045,2,2
WH_116063,4,4
WH_116065,1,1
WH_116071,4,3
WH_116074,4,3
WH_116075,4,2
WH_116078,2,2
WH_116079,1,1
WH_116080,1,1
WH_116086,3,1
WH_116107,4,4
WH_116111,1,4
WH_116112,1,1
WH_116116,4,4
WH_116118,1,1
WH_116119,1,4
WH_116125,2,2
WH_116128,3,1
WH_116140,3,1
WH_116152,3,4
WH_116156,4,4
WH_116163,1,1
WH_116176,4,4
WH_116182,2,2
WH_116194,4,4
WH_116197,3,1
WH_116205,1,1
WH_116206,4,3
WH_116226,1,1
WH_116234,2,2
WH_116250,1,1
WH_116257,1,1
WH_116260,3,3
WH_116261,4,4
WH_116262,4,4
WH_116265,1,1
WH_116267,4,4
WH_116271,4,4
WH_116274,1,4
WH_116279,1,1
WH_116283,4,4
WH_116292,2,2
WH_116293,3,1
WH_116298,4,4
WH_116311,1,1
WH_116323,3,3
WH_116332,1,1
WH_116337,4,3
WH_116338,1,4
WH_116340,4,3
WH_116350,2,2
WH_116358,3,3
WH_116359,2,2
WH_116360,1,1
WH_116370,3,3
WH_116371,3,1
WH_116377,4,4
WH_116386,3,2
WH_116388,1,1
WH_116399,4,4
WH_116400,4,4
WH_116406,3,3
WH_116417,1,1
WH_116420,1,1
WH_116428,3,2
WH_116432,4,4
WH_116433,2,1
WH_116439,3,1
WH_116447,4,4
WH_116451,4,4
WH_116465,2,2
WH_116478,3,3
WH_116479,4,1
WH_116481,3,1
WH_116493,1,1
WH_116508,4,4
WH_116509,4,4
WH_116524,3,1
WH_116526,4,3
WH_116531,2,2
WH_116532,4,4
WH_116535,4,4
WH_116538,2,2
WH_116543,2,2
WH_116545,2,2
WH_116547,1,1
WH_116568,3,1
WH_116569,3,3
WH_116573,1,1
WH_116577,4,4
WH_116584,3,1
WH_116587,2,2
WH_116589,4,4
WH_116591,4,4
WH_116594,3,4
WH_116600,4,3
WH_116603,2,2
WH_116604,3,3
WH_116610,2,2
WH_116617,4,3
WH_116621,4,4
WH_116625,4,4
WH_116629,1,1
WH_116631,2,2
WH_116634,1,1
WH_116640,4,4
WH_116641,4,4
WH_116644,3,4
WH_116646,1,4
WH_116647,2,2
WH_116661,3,4
WH_116662,3,3
WH_116664,2,1
WH_116672,4,3
WH_116673,3,3
WH_116675,3,3
WH_116685,3,3
WH_116686,3,3
WH_116688,4,1
WH_116690,4,4
WH_116692,2,2
WH_116694,1,1
WH_116701,4,3
WH_116709,3,1
WH_116712,2,2
WH_116721,4,4
WH_116729,4,4
WH_116735,2,2
WH_116736,4,2
WH_116739,4,2
WH_116742,3,3
WH_116748,1,1
WH_116758,3,3
WH_116767,1,1
WH_116769,3,3
WH_116775,1,1
WH_116783,4,4
WH_116792,1,4
WH_116794,1,4
WH_116795,1,2
WH_116796,3,4
WH_116801,2,2
WH_116806,2,1
WH_116809,4,4
WH_116811,3,3
WH_116812,1,4
WH_116820,3,3
WH_116828,4,2
WH_116838,3,1
WH_116839,3,3
WH_116842,3,2
WH_116844,1,1
WH_116846,2,2
WH_116849,3,1
WH_116860,4,2
WH_116862,1,1
WH_116864,3,1
WH_116868,3,1
WH_116869,4,4
WH_116881,4,3
WH_116882,1,1
WH_116883,2,2
WH_116884,2,2
WH_116885,1,1
WH_116886,3,1
WH_116893,3,1
WH_116900,2,1
WH_116906,4,4
WH_116908,4,1
WH_116912,3,4
WH_116920,2,1
WH_116922,4,3
WH_116923,1,1
WH_116930,1,1
WH_116935,1,4
WH_116938,1,1
WH_116943,2,1
WH_116947,3,1
WH_116948,1,1
WH_116949,2,2
WH_116951,4,2
WH_116954,3,1
WH_116957,2,2
WH_116958,2,2
WH_116960,4,4
WH_116965,3,1
WH_116967,3,3
WH_116971,4,3
WH_116973,1,1
WH_116980,1,1
WH_116990,1,1
WH_116991,4,3
WH_116992,2,2
WH_116995,4,4
WH_117001,3,3
WH_117003,1,1
WH_117006,2,2
WH_117007,4,4
WH_117010,4,4
WH_117015,3,1
WH_117017,2,2
WH_117022,3,1
WH_117024,2,2
WH_117025,3,3
WH_117029,3,3
WH_117030,2,1
WH_117031,4,1
WH_117039,3,3
WH_117048,2,2
WH_117056,1,1
WH_117061,2,2
WH_117062,4,4
WH_117067,2,1
WH_117074,1,1
WH_117082,4,4
WH_117086,4,3
WH_117087,3,3
WH_117104,3,3
WH_117110,3,3
WH_117111,4,4
WH_117116,2,2
WH_117125,3,3
WH_117140,4,3
WH_117146,3,3
WH_117147,3,4
WH_117150,4,4
WH_117151,2,2
WH_117164,4,3
WH_117169,1,1
WH_117172,4,2
WH_117173,4,4
WH_117177,4,4
WH_117178,3,1
WH_117187,1,1
WH_117198,3,3
WH_117209,4,4
WH_117210,1,4
WH_117218,3,2
WH_117222,4,2
WH_117225,1,1
WH_117229,3,1
WH_117233,3,1
WH_117238,1,4
WH_117250,2,2
WH_117259,4,4
WH_117262,3,1
WH_117266,1,4
WH_117273,1,4
WH_117278,3,1
WH_117283,2,2
WH_117305,4,4
WH_117309,4,4
WH_117315,1,1
WH_117320,2,2
WH_117330,1,1
WH_117334,4,4
WH_117336,2,2
WH_117348,4,3
WH_117351,2,2
WH_117353,2,2
WH_117357,2,2
WH_117358,1,4
WH_117360,2,2
WH_117365,2,2
WH_117374,3,1
WH_117381,4,4
WH_117393,1,1
WH_117395,3,3
WH_117419,1,1
WH_117421,3,3
WH_117428,1,4
WH_117429,3,3
WH_117433,3,4
WH_117434,4,4
WH_117445,1,4
WH_117461,1,4
WH_117463,4,4
WH_117465,2,2
WH_117466,2,2
WH_117467,1,1
WH_117468,1,1
WH_117472,4,4
WH_117474,4,4
WH_117477,3,4
WH_117478,1,4
WH_117482,4,2
WH_117486,4,4
WH_117491,1,4
WH_117493,3,3
WH_117495,4,3
WH_117497,1,1
WH_117501,4,3
WH_117503,1,1
WH_117504,1,4
WH_117506,2,2
WH_117507,4,3
WH_117510,4,4
WH_117513,4,4
WH_117514,1,1
WH_117518,1,1
WH_117522,4,4
WH_117525,3,1
WH_117534,3,1
WH_117538,4,4
WH_117539,1,1
WH_117548,4,3
WH_117557,4,4
WH_117558,1,4
WH_117560,4,3
WH_117566,4,3
WH_117574,2,2
WH_117580,1,1
WH_117581,3,3
WH_117595,4,3
WH_117597,3,1
WH_117598,1,3
WH_117600,3,3
WH_117606,2,2
WH_117611,3,3
WH_117615,1,4
WH_117624,4,4
WH_117628,1,1
WH_117630,1,1
WH_117632,4,4
WH_117634,3,1
WH_117636,3,3
WH_117637,1,1
WH_117642,3,1
WH_117644,4,4
WH_117645,4,2
WH_117648,3,1
WH_117649,3,1
WH_117660,4,4
WH_117661,4,4
WH_117664,4,4
WH_117667,3,3
WH_117675,1,4
WH_117685,4,4
WH_117689,3,3
WH_117697,4,4
WH_117699,3,4
WH_117707,4,4
WH_117718,4,4
WH_117732,4,4
WH_117734,2,2
WH_117747,4,4
WH_117750,1,1
WH_117752,3,3
WH_117757,1,3
WH_117761,1,4
WH_117762,3,1
WH_117765,3,3
WH_117769,4,4
WH_117774,3,3
WH_117783,4,4
WH_117784,1,4
WH_117785,4,4
WH_117791,4,3
WH_117792,1,1
WH_117793,3,3
WH_117803,2,2
WH_117806,2,1
WH_117807,3,3
WH_117817,2,2
WH_117823,4,4
WH_117836,4,4
WH_117838,2,2
WH_117842,1,1
WH_117848,4,4
WH_117850,1,1
WH_117855,4,3
WH_117857,1,1
WH_117864,1,1
WH_117868,4,3
WH_117869,4,3
WH_117871,4,4
WH_117875,2,2
WH_117878,1,4
WH_117879,2,2
WH_117880,3,1
WH_117885,1,1
WH_117886,3,3
WH_117890,4,4
WH_117908,3,4
WH_117914,4,4
WH_117922,3,3
WH_117925,4,4
WH_117927,3,1
WH_117930,2,2
WH_117931,2,2
WH_117937,4,4
WH_117946,3,3
WH_117947,2,2
WH_117948,2,2
WH_117950,4,4
WH_117960,4,4
WH_117969,1,4
WH_117971,4,3
WH_117973,2,2
WH_117982,2,2
WH_117990,3,3
WH_118001,1,1
WH_118005,1,4
WH_118006,4,4
WH_118009,4,3
WH_118010,1,1
WH_118012,4,4
WH_118017,2,1
WH_118028,4,3
WH_118031,2,2
WH_118034,1,4
WH_118036,4,3
WH_118040,3,3
WH_118044,1,1
WH_118053,1,1
WH_118062,3,3
WH_118065,4,3
WH_118068,1,1
WH_118073,1,1
WH_118078,1,1
WH_118085,2,2
WH_118086,1,1
WH_118090,3,1
WH_118102,4,4
WH_118106,3,1
WH_118118,1,4
WH_118120,3,1
WH_118129,1,1
WH_118135,4,1
WH_118136,1,4
WH_118140,1,4
WH_118160,4,4
WH_118164,3,4
WH_118167,3,1
WH_118168,3,1
WH_118174,4,4
WH_118179,2,1
WH_118196,3,1
WH_118198,3,3
WH_118221,2,2
WH_118223,4,4
WH_118231,3,4
WH_118233,3,3
WH_118244,4,3
WH_118245,4,3
WH_118250,2,2
WH_118266,4,4
WH_118269,4,4
WH_118278,3,3
WH_118280,3,1
WH_118291,4,4
WH_118292,4,3
WH_118294,2,2
WH_118295,2,2
WH_118299,2,2
WH_118302,3,3
WH_118307,1,1
WH_118308,3,1
WH_118311,4,4
WH_118314,3,3
WH_118315,1,1
WH_118323,1,1
WH_118346,4,4
WH_118347,1,4
WH_118351,3,3
WH_118356,4,3
WH_118367,4,3
WH_118373,1,1
WH_118375,2,2
WH_118388,1,1
WH_118400,4,2
WH_118406,1,1
WH_118408,3,1
WH_118411,1,4
WH_118419,3,1
WH_118421,1,1
WH_118424,1,1
WH_118427,2,2
WH_118434,4,2
WH_118435,2,2
WH_118441,1,1
WH_118443,1,1
WH_118447,4,4
WH_118448,1,1
WH_118463,3,1
WH_118468,3,3
WH_118476,4,4
WH_118485,2,2
WH_118495,4,4
WH_118502,2,2
WH_118507,2,2
WH_118509,2,2
WH_118513,1,4
WH_118516,3,3
WH_118517,1,3
WH_118518,3,3
WH_118520,3,4
WH_118525,3,1
WH_118533,4,3
WH_118536,2,1
WH_118537,3,1
WH_118539,4,4
WH_118545,1,4
WH_118549,1,1
WH_118559,2,2
WH_118560,1,4
WH_118565,4,4
WH_118574,2,2
WH_118578,4,2
WH_118579,3,1
WH_118582,4,4
WH_118585,3,3
WH_118601,3,1
WH_118603,2,2
WH_118618,4,3
WH_118626,3,3
WH_118628,2,2
WH_118629,4,4
WH_118638,3,3
WH_118654,4,2
WH_118656,4,4
WH_118665,1,1
WH_118672,4,4
WH_118699,2,2
WH_118730,1,2
WH_118733,1,1
WH_118734,4,3
WH_118736,3,1
WH_118738,4,3
WH_118739,4,4
WH_118744,1,4
WH_118750,2,2
WH_118756,1,1
WH_118761,3,1
WH_118762,4,4
WH_118771,4,4
WH_118776,4,3
WH_118779,3,1
WH_118781,3,3
WH_118782,3,2
WH_118783,1,1
WH_118785,1,4
WH_118788,4,3
WH_118789,2,2
WH_118799,2,2
WH_118801,3,3
WH_118810,3,3
WH_118811,3,3
WH_118821,1,1
WH_118835,4,4
WH_118842,1,1
WH_118847,1,1
WH_118851,2,2
WH_118852,2,2
WH_118853,1,1
WH_118858,4,1
WH_118861,2,2
WH_118864,3,1
WH_118865,3,2
WH_118868,1,1
WH_118870,4,3
WH_118871,3,1
WH_118880,2,2
WH_118887,4,3
WH_118913,3,1
WH_118920,4,4
WH_118921,4,3
WH_118922,4,4
WH_118935,1,1
WH_118939,1,1
WH_118941,4,2
WH_118943,4,3
WH_118948,3,1
WH_118950,4,2
WH_118953,4,3
WH_118954,3,3
WH_118956,3,3
WH_118962,4,4
WH_118963,1,1
WH_118964,4,3
WH_118968,3,3
WH_118969,2,2
WH_118981,3,1
WH_118982,3,3
WH_118987,4,4
WH_118991,4,2
WH_118994,3,1
WH_118996,2,1
WH_118997,4,3
WH_118998,3,3
WH_119003,3,1
WH_119009,3,1
WH_119011,1,1
WH_119012,1,1
WH_119013,4,4
WH_119017,3,1
WH_119039,2,2
WH_119050,3,1
WH_119051,3,1
WH_119061,1,1
WH_119063,3,1
WH_119078,1,1
WH_119080,4,3
WH_119084,3,1
WH_119089,3,1
WH_119090,3,3
WH_119093,2,2
WH_119096,2,2
WH_119098,4,4
WH_119102,4,4
WH_119104,3,2
WH_119109,2,2
WH_119118,4,4
WH_119119,3,3
WH_119131,3,1
WH_119138,1,1
WH_119140,1,4
WH_119144,1,3
WH_119151,4,3
WH_119154,2,2
WH_119155,4,4
WH_119158,4,4
WH_119170,2,2
WH_119179,4,4
WH_119180,1,1
WH_119185,1,1
WH_119189,3,1
WH_119203,4,4
WH_119217,1,4
WH_119222,3,3
WH_119224,3,1
WH_119228,2,2
WH_119230,3,1
WH_119235,4,4
WH_119251,1,1
WH_119263,4,4
WH_119264,3,3
WH_119265,2,2
WH_119276,2,2
WH_119278,4,4
WH_119281,2,2
WH_119284,3,1
WH_119288,2,2
WH_119292,1,1
WH_119294,3,3
WH_119299,4,2
WH_119307,2,2
WH_119309,1,1
WH_119323,4,4
WH_119328,3,3
WH_119329,4,2
WH_119333,1,1
WH_119343,1,1
WH_119349,4,4
WH_119351,3,3
WH_119356,4,4
WH_119357,2,2
WH_119358,3,3
WH_119360,4,4
WH_119364,4,4
WH_119369,4,4
WH_119381,3,1
WH_119387,4,4
WH_119399,4,4
WH_119400,1,1
WH_119403,1,1
WH_119406,1,2
WH_119418,4,3
WH_119421,4,4
WH_119424,1,1
WH_119426,3,3
WH_119435,3,3
WH_119436,1,1
WH_119442,2,2
WH_119447,3,1
WH_119450,3,3
WH_119463,4,3
WH_119465,3,3
WH_119466,1,1
WH_119471,4,2
WH_119478,3,3
WH_119482,1,1
WH_119484,3,3
WH_119485,3,1
WH_119500,4,4
WH_119504,3,1
WH_119505,2,2
WH_119511,3,4
WH_119515,3,1
WH_119516,4,4
WH_119518,4,4
WH_119523,3,1
WH_119524,2,1
WH_119528,3,1
WH_119540,2,2
WH_119547,3,2
WH_119548,3,1
WH_119550,3,1
WH_119551,3,1
WH_119554,4,4
WH_119556,2,2
WH_119560,4,2
WH_119562,3,3
WH_119570,2,2
WH_119571,4,3
WH_119579,3,4
WH_119581,4,3
WH_119587,3,1
WH_119588,3,3
WH_119604,2,2
WH_119609,4,3
WH_119614,3,3
WH_119618,3,3
WH_119631,2,2
WH_119635,4,3
WH_119636,1,1
WH_119639,4,4
WH_119644,4,4
WH_119647,3,3
WH_119653,4,4
WH_119654,3,4
WH_119656,2,2
WH_119659,4,3
WH_119663,3,3
WH_119670,4,4
WH_119677,4,3
WH_119688,4,2
WH_119691,4,4
WH_119702,4,4
WH_119704,3,1
WH_119706,1,1
WH_119711,2,2
WH_119718,3,1
WH_119725,1,1
WH_119727,3,1
WH_119742,3,3
WH_119753,4,4
WH_119757,4,3
WH_119759,4,4
WH_119760,1,1
WH_119761,1,2
WH_119772,3,3
WH_119776,2,2
WH_119779,3,1
WH_119782,1,1
WH_119785,1,1
WH_119794,3,3
WH_119796,3,1
WH_119804,3,1
WH_119809,4,3
WH_119817,4,4
WH_119821,1,4
WH_119822,1,1
WH_119829,2,2
WH_119830,4,3
WH_119831,4,4
WH_119849,3,3
WH_119854,3,1
WH_119860,4,3
WH_119868,2,2
WH_119872,4,4
WH_119873,1,1
WH_119881,1,1
WH_119884,4,4
WH_119887,2,2
WH_119902,4,3
WH_119911,3,3
WH_119913,2,1
WH_119917,4,4
WH_119920,2,2
WH_119921,3,1
WH_119928,3,3
WH_119932,4,4
WH_119935,2,2
WH_119940,1,1
WH_119941,4,4
WH_119942,4,4
WH_119950,3,1
WH_119951,3,3
WH_119956,2,2
WH_119966,1,1
WH_119968,3,4
WH_119969,2,2
WH_119974,4,4
WH_119975,4,4
WH_119976,1,1
WH_119981,1,3
WH_119987,4,1
WH_119997,1,1
WH_119999,4,4
WH_120004,3,1
WH_120018,4,3
WH_120023,1,1
WH_120028,2,2
WH_120030,2,2
WH_120032,4,3
WH_120033,2,2
WH_120039,2,2
WH_120048,4,4
WH_120053,4,4
WH_120060,2,2
WH_120068,1,2
WH_120078,3,3
WH_120082,2,2
WH_120088,2,2
WH_120091,4,4
WH_120098,1,1
WH_120099,4,4
WH_120104,3,2
WH_120105,4,3
WH_120108,1,4
WH_120112,2,2
WH_120117,3,1
WH_120120,4,4
WH_120124,4,4
WH_120127,3,4
WH_120137,2,2
WH_120149,3,1
WH_120150,2,2
WH_120154,4,3
WH_120157,1,1
WH_120163,4,4
WH_120164,3,1
WH_120165,1,4
WH_120171,3,1
WH_120174,1,1
WH_120189,3,3
WH_120190,4,4
WH_120191,4,4
WH_120193,2,2
WH_120197,1,1
WH_120198,4,3
WH_120203,3,1
WH_120205,4,3
WH_120207,4,4
WH_120208,3,4
WH_120224,3,3
WH_120227,1,1
WH_120229,1,1
WH_120230,3,1
WH_120232,3,3
WH_120238,3,3
WH_120241,1,1
WH_120249,2,2
WH_120251,4,3
WH_120261,4,4
WH_120265,3,2
WH_120267,1,4
WH_120268,2,2
WH_120269,4,2
WH_120270,3,1
WH_120275,4,3
WH_120279,2,1
WH_120295,4,4
WH_120297,3,3
WH_120306,4,4
WH_120307,1,1
WH_120313,4,4
WH_120314,4,3
WH_120320,4,4
WH_120327,4,3
WH_120335,2,1
WH_120338,2,2
WH_120342,4,4
WH_120345,1,1
WH_120346,4,4
WH_120347,4,1
WH_120348,4,4
WH_120355,2,2
WH_120356,4,3
WH_120362,3,3
WH_120374,2,2
WH_120377,4,3
WH_120378,1,1
WH_120381,1,1
WH_120387,3,1
WH_120389,3,3
WH_120390,3,3
WH_120392,4,4
WH_120400,4,4
WH_120401,1,1
WH_120408,2,2
WH_120410,1,1
WH_120412,3,1
WH_120415,2,2
WH_120418,3,3
WH_120420,2,2
WH_120429,1,1
WH_120431,1,3
WH_120433,3,3
WH_120437,3,1
WH_120439,2,2
WH_120450,4,4
WH_120460,3,4
WH_120462,4,4
WH_120471,3,1
WH_120474,3,3
WH_120480,2,2
WH_120481,4,3
WH_120482,1,1
WH_120485,1,1
WH_120487,1,1
WH_120489,4,4
WH_120492,4,4
WH_120495,4,3
WH_120496,4,4
WH_120509,3,3
WH_120515,2,2
WH_120516,2,2
WH_120520,1,1
WH_120536,1,1
WH_120539,4,2
WH_120542,3,3
WH_120548,4,3
WH_120552,2,2
WH_120556,3,3
WH_120558,4,4
WH_120563,1,1
WH_120564,1,1
WH_120565,3,1
WH_120566,3,3
WH_120567,3,4
WH_120569,1,1
WH_120571,4,3
WH_120574,1,4
WH_120579,4,4
WH_120585,2,2
WH_120598,2,2
WH_120599,1,4
WH_120609,1,1
WH_120610,4,4
WH_120619,4,3
WH_120632,4,4
WH_120635,3,3
WH_120636,3,3
WH_120642,4,4
WH_120647,4,3
WH_120648,3,4
WH_120657,1,1
WH_120660,3,1
WH_120664,3,3
WH_120668,4,4
WH_120669,3,3
WH_120670,4,4
WH_120682,1,1
WH_120683,2,1
WH_120685,3,3
WH_120687,1,1
WH_120692,4,3
WH_120699,3,3
WH_120717,1,1
WH_120719,1,1
WH_120720,3,1
WH_120733,3,3
WH_120734,1,1
WH_120739,4,3
WH_120742,1,1
WH_120744,2,2
WH_120745,1,1
WH_120746,4,2
WH_120749,4,3
WH_120750,1,1
WH_120751,4,3
